product_category,product_name,model_number,description,,,
MONORAIL LOW-VOLTAGE PENDANTS,Aquarii,HS542-509,"Seasonal ocean surf-inspired blown-glass globe with layers of color.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
MONORAIL LOW-VOLTAGE PENDANTS,Emi,HS593-510,"Two-toned powder frit pendant.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
MONORAIL LOW-VOLTAGE PENDANTS,Rio,HS585-511,"Mouth-blown pendant with a smoke-like movement of color.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
MONORAIL LOW-VOLTAGE PENDANTS,Mini-Dahling,HS621-512,"Translucent glass cylinder features soft frit accents that transition from opal to gray.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix '-24' to item number (LED lamp option is not compatible with 24 volt transformers).",,,
MONORAIL LOW-VOLTAGE PENDANTS,Dahling,HS616-513,"Translucent glass cylinder features soft frit accents that transition from opal to gray.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix '-24' to item number (LED lamp option is not compatible with 24 volt transformers).",,,
MONORAIL LOW-VOLTAGE PENDANTS,Mini-Springview,HS604-514,"Glass cylinder finished with grass-like hand-carved detail.  Includes (1) 50 watt low-voltage GU5.3 base MR16 lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix '-24' to item number.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Springview,HS603-515,"Glass cylinder finished with grass-like hand-carved detail.  Includes (1) 50 watt low-voltage GU5.3 base MR16 lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix '-24' to item number.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Lily,HS378-516,"Mouth-blown transparent colored glass pendants, each unique and organic in shape.  Includes (1) 20 watt low-voltage G4 base Xenon bi-pin lamp. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Mini-Lily,HS509-517,"Mouth-blown transparent colored glass pendants, each unique organic in shape.  Includes (1) 10 watt low-voltage G4 base Xenon bi-pin lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Neutron,HS390-518,Sleek metal and acrylic cylinder enhanced by a punch of white or colored light.  Includes low-voltage 6w LED MR16 lamp and 6' of field-cuttable suspension cable. Not dimmable. 12 volt only.,,,
MONORAIL LOW-VOLTAGE PENDANTS,Top-SI Coax,HS240-519,"Opal-cased glass enclosed in mouth-blown transparent teardrop shaped glass.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Rocks,HS261-520,"Large cube of crystalline glass.  Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Bling,HS447-521,"Delicate transparent cone-shaped glass shade with fluted bottom and decorative glass spiral topped with glass ball detail.  Includes (1) 10 watt low-voltage G4 base Xenon bi-pin lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Dimensions,HS337-522,"Large optically pure crystal Swarovski elements elegantly illuminated by halogen light.  Includes Includes (1) 35 watt low-voltage GU4 base MR11 lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix -24 to item number.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Vision,HS336-523,"Optically pure Swarovski crystal gems elegantly illuminated by halogen light.  Includes (1) 35 watt low-voltage GU4 base MR11 lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix -24 to item number.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Celeste,HS159-524,"Celeste Swarovski crystal can be hung at various lengths to create a spectacular display and elaborate patterns on nearby surfaces. Optional colored LED MR16 lamps available, making blue, green, yellow and red crystal stars possible. Includes (1) 50 watt low-voltage GU5.3 base constant CRI MR16 lamp. For use with 24 volt transformer, add suffix ""-24” to item number.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Icicle,HS277-525,"Colorful frit and crystalline glass create these elegant mouth-blown shapes.  Includes (1) 35 watt low-voltage GU4 base MR11 lamp or (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp or 6 watt replaceable LED module and 6ft of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
MONORAIL LOW-VOLTAGE PENDANTS,Sam,HS228-526,"Patterned blown glass with murrine combinations, in blue with green or caramel.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
MONORAIL LOW-VOLTAGE PENDANTS,Renée I,HS283-527,"Sleek, styled opal glass pendant.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
MONORAIL LOW-VOLTAGE PENDANTS,Tubular,HS279-528,"Borosilicate frosted glass tube.  Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp. For use with 24 volt transformer, add suffix “-24” to item number.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Rachel,HS455-529,"Elegant Murano glass with organically-shaped pattern and accents of silver leaf.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
MONORAIL LOW-VOLTAGE PENDANTS,Coliseum,HS511-530,"Cylinder comprised of natural alabaster tiles.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
MONORAIL LOW-VOLTAGE PENDANTS,Flute,HS194-531,"Crystal clear elliptical-shaped Italian blown glass. Fluted and elegant.   Includes (1) 50 watt low-voltage GU5.3 base MR16 lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Onyx Cone,HS451-532,"Genuine onyx available in cone, cylinder, dome and teardrop forms.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
MONORAIL LOW-VOLTAGE PENDANTS,Onyx Cylinder,HS176-533,"Genuine onyx available in cone, cylinder, dome and teardrop forms.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
MONORAIL LOW-VOLTAGE PENDANTS,Onyx Dome,HS177-534,"Genuine onyx available in cone, cylinder, dome and teardrop forms.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
MONORAIL LOW-VOLTAGE PENDANTS,Onyx Teardrop,HS178-535,"Genuine onyx available in cone, cylinder, dome and teardrop forms.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
MONORAIL LOW-VOLTAGE PENDANTS,Banja,HS504-536,"Teardrop-shaped glass richly layered in multi-colored frit with subtle undertones of gold.  Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix -24 to item number (LED lamp option is not compatible with 24 volt transformers).",,,
MONORAIL LOW-VOLTAGE PENDANTS,Tear-SI Coax,HS241-537,"Opal-cased glass enclosed in mouth-blown transparent teardrop shaped glass.  Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Tear-SII Coax,HS242-538,"Mouth-blown teardrop shaped cased glass.  Includes (1) 35 watt low-voltage GY635 base bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers.)",,,
MONORAIL LOW-VOLTAGE PENDANTS,Sophia Coax,HS266-539,"Dome-shaped mouth-blown glass featuring creative texturing.  Includes (1) 35 watt low-voltage GU5.3 base MR16 lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Orbit,HS273-540,"Solid reflector.  Includes (1) 35 watt low-voltage GU5.3 base MR16 lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Mini-Dome II,HS275-541,"Cased glass dome.  Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp. For use with 24 volt transformer, add suffix “-24” to item number.",,,
MONORAIL LOW-VOLTAGE PENDANTS,Dome-SI Coax,HS245-542,"Opal-cased glass enclosed in mouth-blown transparent glass.  Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp. For use with 24 volt transformer, add suffix “-24” to item number.",,,
